id,code_pddikti,name,abbreviaton,country,bentuk_pendidikan,korwil_scope,lldikti_scope,website,alamat,description,sinta_score_v2_overall,sinta_score_v2_3year,sinta_score_v2_productivity_overall,sinta_score_v2_productivity_3year,sinta_score_v3_overall,sinta_score_v3_3year,sinta_score_v3_productivity_overall,sinta_score_v3_productivity_3year,province.id,province.code,province.name,city.id,city.code,city.name,pddikti_province.id,pddikti_province.name,pddikti_city.id,pddikti_city.name
583,011005,Universitas Simalungun,USI,ID,Universitas,1,1,www.usi.ac.id,Jalan Sisingamangaraja Barat,,5130,3363,38.28,25.1,45221.399,24631.059,334.97,182.45,2,12,SUMATERA UTARA,50,12.72,KOTA PEMATANGSIANTAR,070000,Prov. Sumatera Utara,076306,Kec. Siantar Martoba
2093,071067,Universitas Islam Lamongan,UNISLA,ID,Universitas,7,7,www.unisla.ac.id,Jalan Veteran 53A Lamongan Jawa Timur,Solusi Masa depan,17419,11446,70.24,46.15,45071.3485,17127.9135,209.63,79.66,15,35,JAWA TIMUR,251,35.24,KAB. LAMONGAN,050000,Prov. Jawa Timur,050713,Kec. Lamongan
2707,091068,Universitas Mandala Waluya,,ID,Universitas,9,9,www.umw.ac.id/,,,5808,3593,45.02,27.85,45047.7575,26554.3585,321.77,189.67,28,74,SULAWESI TENGGARA,438,74.71,KOTA KENDARI,200000,Prov. Sulawesi Tenggara,206000,Kota Kendari
550,005014,Politeknik Perkapalan Negeri Surabaya,PPNS,ID,Politeknik,7,,www.ppns.ac.id,Jalan Teknik Kimia Kampus Its Sukolilo,,16234,8198,101.46,51.24,44947.918,19009.2975,264.4,111.82,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056000,Kota Surabaya
1075,031027,Universitas Respati Indonesia,URINDO,ID,Universitas,3,3,www.urindo.ac.id,"Jl Bambu Apus I No 3, Cipayung, Jakarta Timur",,9055,3375,89.65,33.42,44925.8765,22282.321,436.17,216.33,11,31,DKI JAKARTA,160,31.75,KOTA ADM. JAKARTA TIMUR,010000,Prov. D.K.I. Jakarta,016400,Kota Jakarta Timur
1101,031055,Universitas Trilogi,TRILOGI,ID,Universitas,3,3,www.universitas-trilogi.ac.id,Kampus Universitas Trilogi d/h STEKPI  Jl. TMP. Kalibata  Jakarta Selatan,"Teknososiopreneur, Kolaborasi, Kemandirian",8441,5824,101.7,70.17,44885.7085,21438.7815,515.93,246.42,11,31,DKI JAKARTA,159,31.74,KOTA ADM. JAKARTA SELATAN,010000,Prov. D.K.I. Jakarta,016300,Kota Jakarta Selatan
4438,405027,Poltekkes Kemenkes Makassar,polkesmakassar,ID,Politeknik,56,,www.poltekkes-mks.ac.id,Jl. Wijaya Kusuma Raya No.46 Kel.Banta-Bantaeng Kec Rappocini Kota Makassar,,15368,10944,75.7,53.91,44806.518,21164.333,232.16,109.66,27,73,SULAWESI SELATAN,420,73.71,KOTA MAKASSAR,190000,Prov. Sulawesi Selatan,196000,Kota Makassar
1064,032017,Institut Ilmu Sosial dan Manajemen STIAMI,Institut STIAMI,ID,Institut,3,3,www.stiami.ac.id,"Jl. Pangkalan Asem Raya No. 55, Jakarta","Institut Ilmu Sosial dan Manajemen Stiami (INSTITUT STIAMI) memiliki 10 Program Studi sebagai berikut :        1.  Diploma III (D-3) Perpajakan,      2.  D3 Administrasi Bisnis,      3.  Diploma IV (D-4) Akuntansi Bisnis,      4. S-1 Ilmu Administrasi Publik,      5. S-1 Ilmu Administrasi Bisnis,      6. S-1 Manajemen Komunikasi,      7. S-1 Manajemen Logistik,      8. S-1 Hospitality dan Pariwisata dan      9. Pascasarjana (S-2) Magister Ilmu Adminnistrasi,     10. Pascasarjana (S-2) Magiser Ilmu Komunikasi.    Dengan kurikulum revolusioner berbasis kompetensi yang menghasilkan lulusan-lulusan siap kerja dengan kemampuan dan skill yang optimal, serta memiliki kompetensi menjadi entrepreneur.",5639,3759,21.04,14.03,44796.32,26315.81,184.35,108.3,11,31,DKI JAKARTA,156,31.71,KOTA ADM. JAKARTA PUSAT,010000,Prov. D.K.I. Jakarta,016000,Kota Jakarta Pusat
2095,071068,Universitas Islam Madura,UIM,ID,Universitas,59,7,http://uim.ac.id,Kompleks PP Miftahul Ulum Bettet,,6906,5296,,,44643.6375,21441.7405,378.34,181.71,15,35,JAWA TIMUR,255,35.28,KAB. PAMEKASAN,050000,Prov. Jawa Timur,052605,Kec. Pamekasan
2068,071040,Universitas Islam Kadiri,UNISKA,ID,Universitas,7,7,www.uniska-kediri.ac.id,Jl Sersan Suharmadji No 38,Kampus Cinta Tanah Air,9452,5892,51.09,31.85,44595.3265,26015.667,265.45,154.86,15,35,JAWA TIMUR,257,35.71,KOTA KEDIRI,050000,Prov. Jawa Timur,056302,Kec. Kota Kediri
1986,061010,Universitas Tunas Pembangunan Surakarta (UTP),UTP Surakarta,ID,Universitas,6,6,http://www.utp.ac.id/,Jalan Balekambang Lor No 1 Manahan Banjarsari,,5245,2721,45.61,23.66,44524.752,19563.5045,394.02,173.13,13,33,JAWA TENGAH,218,33.72,KOTA SURAKARTA,030000,Prov. Jawa Tengah,036100,Kota Surakarta
3521,201013,Universitas Islam Negeri Imam Bonjol Padang,UIN IB Padang,ID,Universitas,55,,www.uinib.ac.id,"Kampus III Sungai Bangek, Kel. Balai Gadang, Kec. Koto Tangah",,19889,13982,47.81,33.61,44405.395,24056.454,116.24,62.98,3,13,SUMATERA BARAT,69,13.71,KOTA PADANG,080000,Prov. Sumatera Barat,086100,Kota Padang
3137,111006,Universitas Balikpapan,UNIBA,ID,Universitas,11,11,uniba-bpn.ac.id,Jl Aipda KS Tubun Kelurahan Gunung Bahagia,Universitas Balikpapan Kalimantan Timur,8289,5947,48.76,34.98,44185.4715,24844.639,236.29,132.86,23,64,KALIMANTAN TIMUR,363,64.71,KOTA BALIKPAPAN,160000,Prov. Kalimantan Timur,166100,Kota Balikpapan
62,061018,Universitas Widya Dharma,UNWIDHA,ID,Universitas,6,6,www.unwidha.ac.id,Jalan Ki Hajar Dewantara,"Visi: menjadi universitas yang berkarakter untuk kesejahteraan bangsa berlandaskan multikultur  Alamat: Jl. Ki Hajar Dewantara, Klaten, Jawa Tengah",4097,2862,43.13,30.13,44147.23,18038.9105,432.82,176.85,13,33,JAWA TENGAH,197,33.10,KAB. KLATEN,030000,Prov. Jawa Tengah,031000,Kab. Klaten
562,005027,Politeknik Negeri Media Kreatif,,ID,Politeknik,3,,polimedia.ac.id,"Jalan Srengseng Sawah, Jagakarsa","Kebijakan revitalisasi Pusat Grafika Indonesia (Pusgrafin) menjadi Politeknik Negeri Media Kreatif (Polimedia) adalah dalam rangka menindaklanjuti pidato Presiden Yudhoyono saat membuka Pekan Produk Budaya Indonesia (PPBI) di Jakarta Convention Center, 4 Juni 2008, yakni: ââ¦ We now must look at the creative and cultural industry as the way to our economic future.â Pernyataan ini menyiratkan bahwa industri kreatif yang berbasis kreativitas dan budaya perlu secara sistematis didukung kebijakan pemerintah baik dari aspek industri maupun dukungan sumber daya manusia. Pendirian Polimedia berdasarkan Peraturan Menteri Pendidikan Nasional Nomor 60 Tahun 2008 yang ditetapkan pada 8 Oktober 2008 bertujuan untuk menghasilkan lulusan yang terampil dan mendukung perkembangan industri kreatif nasional. Institusi pendidikan Polimedia diharapkan dapat memberikan kontribusi inovasi dalam perkembangan era baru masyarakat modern di Indonesia. Polimedia memiliki tanggung jawab untuk membawa bangsa ini sejajar dengan bangsa lain dalam kancah percaturan dunia pendidikan internasional sebagai katalisator untuk pengembangan potensi bangsa. PoliMedia merupakan lembaga pendidikan tinggi vokasi pertama dan satu-satunya yang dirancang secara khusus untuk menyediakan berbagai program studi yang relevan dengan dunia industri kreatif. Polimedia memiliki posisi strategis di komunitas industri kreatif nasional yang secara sistematis berupaya untuk senantiasa melakukan berbagai inovasi dan pengembangan melalui pendidikan, penelitian, dan pengabdian kepada masyarakat untuk memenuhi pelaksanaan Tri Dharma Perguruan Tinggi.",6270,2895,36.45,16.83,44084.707,22179.8545,273.82,137.76,11,31,DKI JAKARTA,159,31.74,KOTA ADM. JAKARTA SELATAN,010000,Prov. D.K.I. Jakarta,016300,Kota Jakarta Selatan
3312,121007,Universitas Iqra Buru,Uniqbu,ID,Universitas,12,12,www.uniqbu.ac.id,"Jl. Prof. Dr. ABDURRACHMAN BASSALAMA, M.Si","UNIVERSITAS IQRA BURU, Izin Operasional : 154/D/O/2003. Jl.Prof. Dr. Abd. Bassalamah, Namlea, Tlp/Fax : (0913) 21990 - 21909",15804,12603,164.63,131.28,43932.3835,10251.38,403.05,94.05,31,81,MALUKU,455,81.04,KAB. BURU,210000,Prov. Maluku,210300,Kab. Buru
610,011046,Universitas Potensi Utama,UPU,ID,Universitas,1,1,www.potensi-utama.ac.id,"Jl. K.L. Yos Sudarso Km 6,5 No. 3A Tanjung Mulia - Medan",,21212,10370,86.93,42.5,43927.8525,8365.3825,197.87,37.68,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076018,Kec. Medan Deli
2563,091037,Universitas Al Asyariah Mandar,Unasman,ID,Universitas,9,9,www.unasman.ac.id,"Jalan Budi Utomo No 2, Manding",,6171,4282,47.11,32.69,43747.9875,15708.649,328.93,118.11,30,76,SULAWESI BARAT,449,76.04,KAB. POLEWALI MANDAR,330000,Prov. Sulawesi Barat,330300,Kab. Polewali Mamasa
3311,121005,Universitas Muhammadiyah Maluku Utara,UMMU,ID,Universitas,12,12,www.ummu.ac.id,"JALAN KH AHMAD DAHLAN NO 100  KEL SASA, KOTA TERNATE PROVINSI MALUKU UTARA",,5811,3601.5,27.67,17.15,43691.776,17840.18,211.07,86.18,32,82,MALUKU UTARA,471,82.71,KOTA TERNATE,270000,Prov. Maluku Utara,276002,Kec. Ternate Selatan
4429,405018,Politeknik Kesehatan Kementerian Kesehatan Denpasar,Poltekkes Kemenkes Denpasar,ID,Politeknik,56,,www.poltekkes-denpasar.ac.id,"Jl. Sanitasi No. 1 Sidakarya, Denpasar, Bali",,6911,4132,58.08,34.72,43691.5795,26928.547,379.93,234.16,17,51,BALI,282,51.71,KOTA DENPASAR,220000,Prov. Bali,226000,Kota Denpasar
1068,031020,Universitas Persada Indonesia Yai,UPI Y.A.I,ID,Universitas,3,3,upi-yai.ac.id,"Jalan Diponegoro No. 74  Menteng, Jakarta Pusat",,18670,12488,92.43,61.82,43509.448,12722.8275,226.61,66.26,11,31,DKI JAKARTA,156,31.71,KOTA ADM. JAKARTA PUSAT,010000,Prov. D.K.I. Jakarta,016000,Kota Jakarta Pusat
549,005013,Politeknik Negeri Manado,polimdo,ID,Politeknik,,,www.polimdo.ac.id,Kampus Desa Buha Kecamatan Mapanget,"Politeknik Negeri Manado secara geografis berada di bagian utara Kawasan Timur Indonesia yang berbatasan langsung dengan negara-negara di kawasan Pasifik. Letak geografis ini mempunyai arti strategis dimasa yang akan datang bagi keberadaan Politeknik Negeri Manado sebagai institusi pendidikan vokasi yang menghasilkan Sumber Daya Manusia sesuai dengan standar kompetensi dalam era persaingan global.    Politeknik Negeri Manado memiliki 6 Jurusan Teknik Sipil, Teknik Elektro, Teknik Mesin, Akuntasi, Manajemen Bisnis, Pariwisata) dan 19 Program Studi    9 Program Studi DIII: Teknik Sipil,Teknik Listrik,Teknik Komputer,Akuntansi,Administrasi Bisnis,Manajemen Pemasaran,Pariwisata,Ekowisata Bawah Laut,Usaha Perjalanan Wisata    10 Program Studi Sarjana Terapan: Konstruksi Bangunan Gedung,Teknik Jalan Jembatan,Teknik Listrik,Teknik Informatika,Teknik Mesin Produksi dan Perawatan,Teknologi Rekayasa Mekatronika,Akuntansi Perpajakan,Akuntansi Keuangan,Manajemen Bisnis,Perhotelan    Visi  :       Politeknik Menjadi Penyelenggara Pendidikan Vokasi Terkemuka Dalam Menghasilkan Sumber Daya Manusia Yang Memenuhi Standard Kompetensi Global Serta Menjadi Pusat Pelatihan Dan Penerapan Teknologi         Untuk mencapai visi diatas, maka dalam rencana strategis dari institusi terkait dengan upaya mendorong peningkatan kemampuan produksi masyarakat melalui hal-hal sebagai berikut :    Menciptakan sistem pelayanan jasa pendidikan dan pengajaran berbasis pada mutu dan produktivitas.  Terciptanya mutu / kompetensi lulusan sesuai standar yang berlaku.  Membangun daya saing lulusan di dunia kerja (Job Placement Centre, TOEFL, dll).  Meningkatkan kemampuan profesi tenaga pengajar dalam proses layanan jasa pendidikan dan pengajaran dengan fokus pada âexcellent productions and servicesâ.  Terciptanya efektifitas dan efisiensi proses pendidikan dan pengajaran berbasis teknologi terapan yang dapat menghasil produk penunjang industri yang akhirnya digunakan oleh masyarakat pengguna (stakeholders).  Peningkatan kualifikasi pendidikan dan ketrampilan staf melalui rencana pengembangan staf yang terstruktur guna pengembangan institusi menuju kesiapan pembukaan program magister terapan.  Terciptanya Health Organization melalui kejelasan arah pengembangan institusi, dalam Long Term Strategic Plan, kemampuan Leadership dengan komitmen peningkatan kualitas.  Terciptanya kerjasama industri yang mampu memberikan kontribusi yang saling menguntungkan antar kedua pihak terutama meningkatkan kompetensi lulusan dan tercipta peralatan teknologi tepat guna pada sektor pertanian dan perkebunan.  Meningkatnya pendapatan sebagai akibat dari pelaksanaan tugas pokok dan fungsi institusi (income generating activities).Merujuk dari rencana strategis tersebut diatas dihubungkan dengan program penugasan program PEDP yang selaras dengan pengembangan  MP3EI koridor IV Sulawesi, maka fokus implementasi program  PEDP ini diarahkan pada terciptanya peralatan-peralatan produksi tepat guna yang dapat digunakan untuk mengolah produk kelapa dan turunannya sehingga dapat meningkatkan nilai tambah (Added Value) dari produk yang dihasilkan oleh masyarakat dari sektor tanaman Kelapa dan turunannya.",9886,2352,31.69,7.54,43447.921,20959.4585,142.45,68.72,25,71,SULAWESI UTARA,382,71.71,KOTA MANADO,170000,Prov. Sulawesi Utara,176000,Kota Manado
2554,091028,Universitas Islam Makassar,UIM,ID,Universitas,9,9,www.uim-makassar.ac.id,Jl Perintis Kemerdekaan No 29,"Universitas Islam Makassar yang disingkat UIM adalah salah satu Perguruan Tinggi Islam Swasta yang dibentuk oleh Yayasan Perguruan Tinggi Al-gazali Makassar, beralamat di jalan Perintis Kemerdekaan Km. 9 No. 29 Kota Makassar. Universitas Islam Makassar berdiri berdasarkan Surat Keputusan Mendiknas Nomor 71/O/D/2000 tanggal 06 Juni 2000, sebagai perubahan bentuk dan pengembagan Sekolah Tinggi Ilmu Pertanian (STIP) 1984 dan  Sekolah Tinggi Ilmu Dakwah (STID), merupakan penerus cita-cita, visi dan misi Akademi Dakwah NU (1966), UNNU (1968) dan UNIZAl (1972).  Sebagai hari jadi Universitas Islam Makassar secara yuridis tanggal 06 Juni 2000, namun secara historis tanggal 21 Februari 1966 (angka yuridis-histori, harlah 06-06-66). Pada tahun 2000 berdasarkan izin dari Direktorat Jenderal Pendidikan Tinggi didirikanlah Universitas Islam Makassar dengan enam Fakultas yaitu Agama Islam, Bahasa, MIPA, Pertanian, Sospol dan Teknik. Kemudian dikembangkan lagi dengan menambah dua Fakultas yaitu Fakultas Ilmu Kesehatan dan Kependidikan serta satu Program Pascasarjana.  Sampai tahun 2016 Universitas Islam Makassar mengelola 8 Fakultas, 1 PPs dan 26 Program Studi. Pada tahun 2016 juga diajukan sebanyak 5 Program Studi yaitu Teknik Sipil, Ilmu Hukum, Kehutanan dan Lingkungan Hidup, Ilmu Tafsir dan Magister Administrasi Negara/Publik.  Sejarah perkembangan Universitas ini sebagai lembaga pendidikan tinggi yang berbasis ajaran Islam, telah berhasil menunjukkan ekstensi dan peranannya kurang lebih 50 tahun lalu. Peran penting yang telah ditunjukkannya antara lain dalam upaya penyeberan ajaran Islam dan ilmu-ilmu keislaman yang berlandaskan pada ajaran Ahlusunnah Wal-jamaah yang moderat, ramah dan rahmatan lil-alamin.  Pada tahun pertama, Prof. Zainuddin Taha, Guru Besar Linguistik di Universitas Negeri Makassar (UNM) dipercaya oleh Yayasan untuk menjadi Rektor sampai tahun 2004. setelah itu Prof. Dr. Mansyur Ramli, Prof. Dr. Ir. Muh. Arif, Dipl.Ing dan saat ini Dr. Hj. A. Majdah M. Zain, M.Si.",4651,3462,20.86,15.52,43381.579,22147.0825,177.79,90.77,27,73,SULAWESI SELATAN,420,73.71,KOTA MAKASSAR,190000,Prov. Sulawesi Selatan,196000,Kota Makassar
1111,032006,Institut Teknologi Indonesia,ITI,ID,Institut,3,3,https://iti.ac.id,Jalan Raya Puspiptek Serpong,,11722,4357,126.04,46.85,43219.4475,14625.761,568.68,192.44,16,36,BANTEN,273,36.74,KOTA TANGERANG SELATAN,280000,Prov. Banten,286300,Kota tangerang Selatan
3026,171029,Universitas Pahlawan Tuanku Tambusai,,ID,Universitas,17,,https://universitaspahlawan.ac.id,Jl. Tuanku Tambusai No. 23,Visi Universitas  Mengutamakan Kualitas dan Kewirausahaan,13058,8133,78.19,48.7,43182.024,21279.3115,246.75,121.6,4,14,RIAU,76,14.01,KAB. KAMPAR,090000,Prov. Riau,090105,Kec. Bangkinang
2070,071042,Universitas Merdeka Madiun,Unmer Madiun,ID,Universitas,7,7,www.unmermadiun.ac.id,Jalan Serayu Timur No. 79,Kampus Unggul Berkemajuan,6130,3442,78.59,44.13,42734.805,11216.1045,454.63,119.32,15,35,JAWA TIMUR,263,35.77,KOTA MADIUN,050000,Prov. Jawa Timur,056202,Kec. Taman
1071,031023,Universitas Darma Persada,UNSADA,ID,Universitas,3,3,www.unsada.ac.id,"Jalan Taman Malaka Selatan, Kel. Pondok Kelapa, Kec. Duren Sawit, Kota Jakarta Timur Provinsi DKI Jakarta",,9654,4828,69.96,34.99,42379.6535,16167.7535,313.92,119.76,11,31,DKI JAKARTA,160,31.75,KOTA ADM. JAKARTA TIMUR,010000,Prov. D.K.I. Jakarta,016400,Kota Jakarta Timur
50,061036,Universitas Muhadi Setiabudi,UMUS,ID,Universitas,6,6,www.umus.ac.id,"Jl. P. Diponegoro Km 2 Pesantunan, Wanasari Brebes â Jawa Tengah",,4532,3404,43.58,32.73,41266.936,15877.6355,479.85,184.62,13,33,JAWA TENGAH,216,33.29,KAB. BREBES,030000,Prov. Jawa Tengah,032900,Kab. Brebes
2891,101003,Universitas Ekasakti,UNES,ID,Universitas,10,10,www.unespadang.ac.id,Jalan Veteran Dalam No 26 B,,5681,3646,33.42,21.45,41224.8045,20757.649,204.08,102.76,3,13,SUMATERA BARAT,69,13.71,KOTA PADANG,080000,Prov. Sumatera Barat,086100,Kota Padang
185,202041,Institut Agama Islam Negeri Kudus,IAIN Kudus,ID,Institut,55,,https://iainkudus.ac.id/,Jalan Conge Ngembalrejo Kotak Pos 51,,18858,11744,69.33,43.18,40908.14,16198.249,151.51,59.99,13,33,JAWA TENGAH,206,33.19,KAB. KUDUS,030000,Prov. Jawa Tengah,031900,Kab. Kudus
2100,071073,Universitas PGRI Ronggolawe,Unirow,ID,Universitas,7,7,http://unirow.ac.id,Jalan Manunggal No 61,,6065,4275,58.32,41.11,40878.776,16774.0865,355.47,145.86,15,35,JAWA TIMUR,250,35.23,KAB. TUBAN,050000,Prov. Jawa Timur,050612,Kec. Semanding
584,011006,Universitas Methodist Indonesia,UMI Medan,ID,Universitas,1,1,www.methodist.ac.id,Jalan Hang Tuah No 8,,8096,4858,54.34,32.6,40877.3535,17456.181,249.25,106.44,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076008,Kec. Medan Polonia
2122,072005,Disable -- IKIP Budi Utomo,IBU,ID,Institut,,7,budiutomomalang.ac.id,Jl Simpang Arjuna No 14-B Malang,,7428,4485,53.06,32.04,40866.196,14160.5195,261.96,90.77,15,35,JAWA TIMUR,259,35.73,KOTA MALANG,050000,Prov. Jawa Timur,056103,Kec. Klojen
2372,081009,Universitas Hindu Indonesia,UNHI Denpasar,ID,Universitas,8,8,www.unhi.ac.id,"Jalan Sangalangit Tembau, Penatih",,7914,5687,61.35,44.09,40640.275,21642.5485,244.82,130.38,17,51,BALI,282,51.71,KOTA DENPASAR,220000,Prov. Bali,226000,Kota Denpasar
4413,405002,Politeknik Kesehatan Kementerian Kesehatan Medan,Poltekkes Kemenkes Medan,ID,Politeknik,56,,www.poltekkes-medan.ac.id,"Jl. Jamin Ginting KM. 13,5 Kel. Lau Cih Medan - Tuntungan",,7535,5036,30.88,20.64,40390.115,23537.953,177.15,103.24,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076000,Kota Medan
690,013157,Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Dharma,TGD,ID,Sekolah Tinggi,1,1,www.trigunadharma.ac.id,Jl Pintu Air I / Jen. AH. Nasution No 73 Medan Johor - Asrama Haji Medan,"Sekolah Tinggi Manajemen Informatika dan Komputer yang ada di Medan, Sumatera Utara Dengan Program Studi S1 Sistem Informasi, S1 Sistem Komputer, D3 Manajemen Informatika dan D3 Teknik Komputer Dengan Akreditasi B Untuk Seluruh Program Studi",6793,3433,85.99,43.46,40305.194,17123.841,575.79,244.63,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076000,Kota Medan
8142,071095,Universitas Ibrahimy,UNIB,ID,Universitas,7,7,www.ibrahimy.ac.id,Jl. KHR. Syamsul Arifin No. 1 - 2,Shidq - Amanah - 'Adalah - Ta'awun - Istiqamah,9570,6546,39.55,27.05,40248.025,22898.7675,172.74,98.28,15,35,JAWA TIMUR,239,35.12,KAB. SITUBONDO,050000,Prov. Jawa Timur,052317,Kec. Banyuputih
4790,131004,Universitas Muhammadiyah Aceh,UNMUHA,ID,Universitas,13,13,www. unmuha.ac.id,"Jalan Muhammadiyah No 91 Desa Batoh, Kecamatan Lueng Bata",Universitas Muhammadiyah Aceh,10417,3258,55.41,17.33,40172.71,23997.8105,194.07,115.93,1,11,ACEH,19,11.71,KOTA BANDA ACEH,060000,Prov. Aceh,066100,Kota Banda Aceh
58,061022,Universitas Setia Budi,USB,ID,Universitas,6,6,www.setiabudi.ac.id,Jalan Letjen Sutoyo Mojosongo,,9136,4634,84.59,42.91,40161.91,12655.57,382.49,120.53,13,33,JAWA TENGAH,218,33.72,KOTA SURAKARTA,030000,Prov. Jawa Tengah,036100,Kota Surakarta
3557,201023,Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,UIN KHAS JEMBER,ID,Universitas,55,,uinkhas.ac.id,"Jl.Mataram No. 1 Mangli, Kec. Kaliwates, .",Menjadi Perguruan Tinggi Islam terkemuka di Asia Tenggara pada Tahun 2045 dengan kedalaman ilmu berbasis kearifan lokal untuk kemanusiaan dan peradaban,10329,8032,,,40080.187,20310.037,103.83,52.62,15,35,JAWA TIMUR,236,35.09,KAB. JEMBER,050000,Prov. Jawa Timur,052400,Kab. Jember
2133,071105,Universitas Hayam Wuruk Perbanas,UHW Perbanas,ID,Universitas,7,7,http://hayamwuruk.ac.id,Jl. Wonorejo Utara No.16 Surabaya,"Pada awalnya UNIVERSITAS HAYAM WURUK PERBANAS menyelenggarakan program pendidikan yang dinamai  Kursus Kader Bank Tingkat  A untuk lulusan SLTP dan Kursus Kader Bank Tingkat B untuk lulusan SLTA. Disamping kursus tertulis yang telah ada tersebut, pada tahun 1967-1968 diselenggarakan pula Pendidikan Kader Bank B untuk para karyawan dan karyawati Bank-Bank di Surabaya, baik Bank Pemerintah maupun Bank swasta.     Perkembangan selanjutnya, Pendidikan Kader Bank B menjadi cikal bakal Akademi Ilmu Perbankan PERBANAS Surabaya (AIP PERBANAS Surabaya) dilaksanakan pada tanggal 29 Januari 1970 sesuai dengan Surat Keputusan Pengurus PERBANAS Pusat No. 25/PERBANAS/1970. Para pendiri awal AIP PERBANAS Surabaya adalah: Drs. Ec. Agus Widjaja AS., Widianto Tedja, SH., Drs. S. Sidharta, dan Husein Moha, SH. Kemudian, sesuai peraturan DIKTI tentang penyelenggaraan Perguruan Tinggi yang tidak diperkenankan membuka cabang di tempat lain, maka di Jawa Timur didirikan Yayasan Pendidikan Perbanas Jawa Timur dengan akte notaris Gusti Djohan No. 57 tanggal 14 Desember 1977, yang kemudian diperbarui dengan akte notaris Suyati Subadi, SH No. 59 tanggal 22 April 1997.    Pada tahun 1982 dibuka Program Studi Sarjana Manajemen, dan dengan SK. Menteri Pendidikan dan Kebudayaan RI No. 0356/1982 tanggal 2 Nopember 1982 dan nama Akademi Ilmu Perbankan PERBANAS Surabaya diubah menjadi Akademi Ilmu Perbankan dan Manajemen PERBANAS Surabaya (AIPM PERBANAS Surabaya).    Dalam rangka menindaklanjuti SK Menteri Pendidikan dan Kebudayaan No. 0336/1984 tanggal 9 Agustus 1984 tentang penataan jurusan dan program studi di lingkungan Perguruan Tinggi, melalui surat Keputusan Menteri Pendidikan dan Kebudayaan RI No. 0510/0/1985 tangal 12 Agustus 1985 dilaksanakan perubahan bentuk dan nama menjadi Sekolah Tinggi Ilmu Ekonomi PERBANAS Surabaya  yang menyelenggarakan pendidikan untuk 2 (dua) jurusan, yaitu Jurusan Manajemen dan Jurusan Akuntansi. Sedangkan Program Studi Manajemen (S2) mulai diselenggarakan sejak tahun 2006 dengan SK no 4892/D/T/2006.    Pada tahun 2021, berdasarkan Surat Keputusan Kementerian Pendidikan dan Kebudayaan (Kemdikbud) Republik Indonesia Nomor: 126/E/O/2021 tanggal 9 April 2021 tentang Izin Perubahan Bentuk Sekolah Tinggi Ilmu Ekonomi Perbanas Di Kota Surabaya Menjadi Universitas Hayam Wuruk Perbanas telah diterima. Kini, Universitas Hayam Wuruk Perbanas memiliki dua fakultas, yaitu: Fakultas Ekonomi & Bisnis dan Fakultas Teknik & Desan. Untuk Fakultas Ekonomi dan Bisnis menaungi 6 program studi, yaitu: Magister Manajemen, Sarjana Akuntansi, Sarjana Manajemen, Sarjana Ekonomi Syariah, Diploma 3 Akuntansi, dan Diploma 3 Perbankan dan Keuangan. Sementara, pada Fakultas Teknik dan Desain terdapat tiga program studi baru, yakni: Sarjana Informatika, Sarjana Sistem Informasi, dan Sarjana Desain Komunikasi Visual.",10502,5894,100.02,56.13,40059.159,14690.3995,412.98,151.45,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056000,Kota Surabaya
2185,072034,Institut Teknologi dan Bisnis Widya Gama Lumajang,ITB Wiga Lumajang,ID,Institut,7,7,itbwigalumajang.ac.id,,,4303,3195,66.2,49.15,39865.1835,18764.884,642.99,302.66,15,35,JAWA TIMUR,235,35.08,KAB. LUMAJANG,050000,Prov. Jawa Timur,052100,Kab. Lumajang
2375,081012,Universitas Islam Al-Azhar,UNIZAR,ID,Universitas,8,8,www.unizar.ac.id,JALAN UNIZAR NO.20 TURIDE SANDUBAYA MATARAM NUSA TENGGARA BARAT,,3206.5,2142,23.41,15.64,39815.6545,24724.749,258.54,160.55,18,52,NUSA TENGGARA BARAT,291,52.71,KOTA MATARAM,230000,Prov. Nusa Tenggara Barat,236006,Kec. Sandubaya
3483,141010,Universitas Pendidikan Muhammadiyah Sorong,UNIMUDA,ID,Universitas,14,14,unimudasorong.ac.id,,ILMU YANG AMALIAH AMAL YANG ILMIAH,3861.5,2588.5,22.71,15.23,39485.4435,17708.1755,201.46,90.35,34,92,PAPUA BARAT,502,92.01,KAB. SORONG,320000,Prov. Papua Barat,320700,Kab. Sorong
2089,071062,Universitas Islam Darul `ulum,UNISDA,ID,Universitas,7,7,www.unisda.ac.id.,"Jalan Airlangga No 3, Sukodadi Lamongan",,6485,4431,41.31,28.22,39452.751,18004.2935,251.29,114.68,15,35,JAWA TIMUR,251,35.24,KAB. LAMONGAN,050000,Prov. Jawa Timur,050712,Kec. Sukodadi
